id,original_title,release_date,title,vote_average,combination
9746,Kundun,1997-12-25,Kundun,6.8,buddhism china mountain buddhistmonk tibet dalailama lhasa buddha tenzinthuthobtsarong tenchogyalpo tsewangmigyurkhangsar martinscorsese martinscorsese Drama
9438,Mr. Magoo,1997-12-25,Mr. Magoo,3.9,lie bluff basedoncartoon millionair luck shortsight leslienielsen kellylynch mattkeeslar stanleytong stanleytong Comedy Family
115,The Big Lebowski,1998-03-06,The Big Lebowski,7.8,whiterussian dude bowl vietnamveteran carpet nihil heartattack kidnap lsd marijuana losangel millionair cowboy ash impregn bowlingteam unemploy bowlingbal jeffbridges johngoodman juliannemoore joelcoen joelcoen Comedy Crime
26941,Afterglow,1997-12-26,Afterglow,7.2,nicknolte juliechristie laraflynnboyle alanrudolph alanrudolph Drama Romance Comedy
27103,Ma vie en rose,1997-05-28,My Life in Pink,7.2,transvest gay belgium comingout familyrelationship comingofag transgend gender lgbtchild michèlelaroque jean-philippeécoffey hélènevincent alainberliner alainberliner Drama Comedy
9410,Great Expectations,1998-01-19,Great Expectations,6.4,artist artists'lif childhoodmemori gwynethpaltrow ethanhawke chriscooper alfonsocuarón alfonsocuarón Comedy Drama Romance
32302,3 Ninjas: High Noon at Mega Mountain,1998-04-10,3 Ninjas: High Noon at Mega Mountain,3.9,hostag hero rivalri goodvsevil crime youth danger famili escapad savetheday younghero siblingsrel eccentricfamili vigilant heroicmiss buddi mastervillain victorwong mathewbotuchis hulkhogan seanmcnamara seanmcnamara Action Comedy Family
41417,Firestorm,1998-01-08,Firestorm,4.7,prison fire firemen crimin howielong scottglenn suzyamis deansemler deansemler Action Adventure Thriller
12538,Senseless,1998-02-20,Senseless,5.8,blindnessandimpairedvis womandirector marlonwayans davidspade matthewlillard penelopespheeris penelopespheeris Comedy Romance
586,Wag the Dog,1997-12-25,Wag the Dog,6.7,washingtond.c. rape cia usapresid warveteran stage filmmak sexscand senat presidentialelect gulfwar manipulationofthemedia electioncampaign govern war soldier extramaritalaffair dustinhoffman robertdeniro anneheche barrylevinson barrylevinson Comedy Drama
2666,Dark City,1998-02-27,Dark City,7.2,soul sleep manipul futur dystopia chao memori duel parallelworld technoir matrix neo-noir rufussewell williamhurt kiefersutherland alexproyas alexproyas Mystery Science Fiction
54007,Star Kid,1997-01-16,Star Kid,4.9,meteor superhero josephmazzello richardgilliland corinnebohrer mannycoto mannycoto Action Adventure Family Science Fiction
11258,Hard Rain,1998-01-16,Hard Rain,5.5,sheriff rain evacu armoredcar crook hoodlum morganfreeman christianslater randyquaid mikaelsalomon mikaelsalomon Thriller
9490,Half Baked,1998-01-16,Half Baked,6.4,smoke compani marijuana drug womandirector davechappelle tommychong harlandwilliams tamradavis tamradavis Comedy Crime
9411,Fallen,1998-01-16,Fallen,6.6,angel riddl detect bibl polic supernatur psychopath murder curs religion execut seriesofmurd devil famili evil neo-noir denzelwashington johngoodman donaldsutherland gregoryhoblit gregoryhoblit Thriller Fantasy Crime Drama
25719,Shooting Fish,1997-08-22,Shooting Fish,7.0,londonengland nightclub chase fraud liar love thief wealth money scam hospit secretari busi wed parol con dishonesti danfutterman stuarttownsend katebeckinsale stefanschwartz stefanschwartz Crime Comedy Romance
9033,The Prophecy II,1998-01-20,The Prophecy II,5.9,angel monk autopsi symbol hospit christopherwalken jenniferbeals brittanymurphy gregspence gregspence Fantasy Horror Thriller
11220,墮落天使,1995-09-06,Fallen Angels,7.7,gambl assassin bar hitman surreal danger beer love cigarettesmok hongkong drifter bulletwound citi killer mysteri leonlai michellereis takeshikaneshiro wongkar-wai wongkar-wai Drama Action Romance
21253,"O Que é Isso, Companheiro?",1997-05-01,Four Days in September,7.3,assassin brazilian ambassador freedom drama plot alanarkin pedrocardoso fernandatorres brunobarreto brunobarreto Action Drama Foreign History Thriller
6116,Spice World,1997-12-19,Spice World,4.7,pop popcultur popstar victoriabeckham melaniebrown emmabunton bobspiers bobspiers Adventure Fantasy Drama Comedy Music
9457,Deep Rising,1998-01-30,Deep Rising,6.0,oceanlin seamonst jewelheist treatwilliams famkejanssen anthonyheald stephensommers stephensommers Adventure Action Horror Science Fiction
39424,Music from Another Room,1998-04-24,Music from Another Room,5.7,independentfilm judelaw jennifertilly gretchenmol charliepeters charliepeters Comedy Drama Romance
11702,The Replacement Killers,1998-02-06,The Replacement Killers,6.0,usa china assaultrifl sniper chinatown drugdeal hitman funer conscientiousobjector reveng ontherun fugit onemanarmi sunglass druglord silenc uzi policeraid contractkil chowyun-fat mirasorvino michaelrooker antoinefuqua antoinefuqua Action Drama Crime Thriller
12238,The Night Flier,1997-04-30,The Night Flier,5.7,journalist airport vampir airplan undead report seriesofmurd femalecorps miguelferrer julieentwisle danmonahan markpavia markpavia Mystery Horror Fantasy
11568,Blues Brothers 2000,1998-02-05,Blues Brothers 2000,5.2,prison blue half-broth orphanag band danaykroyd johngoodman joemorton johnlandis johnlandis Music Action Comedy Crime
11003,The Wedding Singer,1998-02-13,The Wedding Singer,6.5,weddingvow marriagepropos loveofone'slif bride bridegroom adamsandler drewbarrymore christinetaylor frankcoraci frankcoraci Romance Comedy
10153,Sphere,1998-02-13,Sphere,5.8,ocean extraterrestrialtechnolog spacemarin paranoia alien psychologist deepsea dustinhoffman sharonstone samuell.jackson barrylevinson barrylevinson Science Fiction
30949,Palmetto,1998-02-20,Palmetto,5.7,sex kidnap scam cigarettesmok writer woodyharrelson ginagershon elisabethshue volkerschlöndorff volkerschlöndorff Mystery Thriller Drama Romance Crime
2898,As Good as It Gets,1997-12-19,As Good as It Gets,7.2,singlepar waitress lonewolf friendship neighbor author cowardli writer dog unlikelyfriendship jacknicholson helenhunt gregkinnear jamesl.brooks jamesl.brooks Comedy Romance
9558,King of New York,1990-07-18,King of New York,6.5,malenud femalenud violenc christopherwalken davidcaruso laurencefishburne abelferrara abelferrara Thriller Crime
320011,Men with Guns,1998-03-06,Men with Guns,0.0,womandirector donallogue maxperlich paulsorvino kariskogland kariskogland Drama Crime
26269,Twilight,1998-03-06,Twilight,6.1,ex-cop retir paulnewman susansarandon genehackman robertbenton robertbenton Drama Crime Mystery Thriller
11808,U.S. Marshals,1998-03-06,U.S. Marshals,6.2,cia transportofprison innoc escap agent tommyleejones wesleysnipes robertdowneyjr. stuartbaird stuartbaird Thriller Crime Action
47452,Love and Death on Long Island,1997-01-01,Love and Death on Long Island,6.9,obsess love obsessivelov actor johnhurt jasonpriestley sheilahancock richardkwietniowski richardkwietniowski Drama Romance Foreign
18205,El Callejón de los Milagros,1995-05-05,Midaq Alley,6.4,malenud mexico prostitut adulteri sexual basedonnovel dream pimp nuditi gaypar mexican neighborhood ernestogómezcruz maríarojo salmahayek jorgefons jorgefons Drama
36943,In God's Hands,1998-04-24,In God's Hands,5.0,surfer wave surfboard surf travel patrickshanedorian mattgeorge mattyliu zalmanking zalmanking Adventure
21736,Everest,1998-03-06,Everest,6.3,climb imax mountainclimb mountain mounteverest liamneeson edviesturs davidbreashears davidbreashears davidbreashears Adventure Documentary
17941,Hush,1998-03-06,Hush,5.9,hors farm fall borderlinepersonalitydisord suspens domineeringmoth jessicalange gwynethpaltrow johnathonschaech jonathandarby jonathandarby Drama Thriller
10668,Suicide Kings,1997-09-06,Suicide Kings,6.7,ransom hostag kidnap rain sister betray mobster hospit mansion pistol pokergam killer alcohol groupoffriend hoodlum christopherwalken henrythomas seanpatrickflanery petero'fallon petero'fallon Action Comedy Crime Drama Thriller
9313,The Man in the Iron Mask,1998-03-12,The Man in the Iron Mask,6.3,franc swordplay mask musket leonardodicaprio jeremyirons gérarddepardieu randallwallace randallwallace Action Adventure Drama
42807,The Newton Boys,1998-03-26,The Newton Boys,5.9,bankrobb matthewmcconaughey skeetulrich ethanhawke richardlinklater richardlinklater Crime Action Drama
617,Wild Things,1998-03-20,Wild Things,6.3,upperclass poison sailboat rape sexualabus florida erotic blackmail lolita cheerlead courtcas plannedmurd sail pretendedmurd seduct bisexu allig crocodil everglad heart-throb whitetrash menageatroi intellectuallygift harpoon van plan court singl millionair extramaritalaffair duringcreditssting mattdillon kevinbacon deniserichards johnmcnaughton johnmcnaughton Thriller
36568,Paulie,1998-04-17,Paulie,6.0,parrot research thief girl mexicanamerican genarowlands tonyshalhoub cheechmarin johnroberts johnroberts Comedy Family
37272,"A Cool, Dry Place",1998-01-29,"A Cool, Dry Place",5.6,lovetriangl kansa singlefath vincevaughn monicapotter joeylaurenadams johnn.smith johnn.smith Drama Romance
5910,はなび,1997-09-03,Fireworks,7.6,gambl farewel sea beach yakuza loss japanesemafia takeshikitano kayokokishimoto renosugi takeshikitano takeshikitano Crime Drama
9440,Primary Colors,1998-03-20,Primary Colors,6.1,whitehous usapresid presidentialelect scandal georgew.bush extramaritalaffair johntravolta emmathompson billybobthornton mikenichols mikenichols Comedy Drama
32911,Wide Awake,1998-03-20,Wide Awake,5.2,boys'school denisleary josephcross rosieo'donnell m.nightshyamalan m.nightshyamalan Comedy Drama Family
32456,Two Girls and a Guy,1997-09-07,Two Girls and a Guy,5.4,love reveng actor robertdowneyjr. natashagregsonwagner heathergraham jamestoback jamestoback Drama Romance
62695,Storefront Hitchcock,1998-03-27,Storefront Hitchcock,7.0,robynhitchcock jonathandemme jonathandemme Documentary
17127,The Object of My Affection,1998-04-17,The Object of My Affection,5.6,blinddat love fallinginlov jenniferaniston paulrudd haydenpanettiere nicholashytner nicholashytner Comedy Drama Romance
40688,Meet the Deedles,1998-03-27,Meet the Deedles,4.1,paulwalker johnashton dennishopper steveboyum steveboyum Animation Comedy Family
17133,Homegrown,1998-01-01,Homegrown,5.5,billybobthornton hankazaria kellylynch stephengyllenhaal stephengyllenhaal Drama Action Comedy Thriller Crime
17644,Barney's Great Adventure,1998-01-01,Barney's Great Adventure,2.9,stevegomer stevegomer Family
1774,The Big One,1997-09-06,The Big One,6.2,prison airport narrat ohio protest michaelmoore elainebly jimczarnecki michaelmoore michaelmoore Documentary
2157,Lost in Space,1998-04-03,Lost in Space,5.0,timetravel sabotag deepspaceexplor garyoldman williamhurt mattleblanc stephenhopkins stephenhopkins Adventure Family Science Fiction
8838,Mercury Rising,1998-04-03,Mercury Rising,6.0,assassin lossoffamili autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiag brucewillis alecbaldwin mikohughes haroldbecker haroldbecker Action Crime Drama Thriller
29193,The Spanish Prisoner,1997-09-08,The Spanish Prisoner,7.1,dialogu confid invent independentfilm stevemartin campbellscott bengazzara davidmamet davidmamet Crime Drama Mystery Thriller
795,City of Angels,1998-04-10,City of Angels,6.5,suicid angel lifeanddeath desper oper heaven faith afterlif losangel interspeciesrom nicolascage megryan andrebraugher bradsilberling bradsilberling Drama Fantasy Romance
16980,The Last Days of Disco,1998-05-29,The Last Days of Disco,6.8,newyork sex dancer sexual depress jealousi nightclub nuditi investig addict liar love friend independentfilm theft drug death disco chloësevigny katebeckinsale chriseigeman whitstillman whitstillman Comedy Drama Romance
27472,The Odd Couple II,1998-04-09,The Odd Couple II,6.1,roadtrip weddingd jacklemmon waltermatthau richardriehle howarddeutch howarddeutch Adventure Comedy
47881,My Giant,1998-04-10,My Giant,5.1,tallman romania giant billycrystal kathleenquinlan joannapacula michaellehmann michaellehmann Comedy Drama Family
9469,He Got Game,1998-05-01,He Got Game,6.7,prison fathersonrelationship homicid begnadigung releasefromprison forgiv colleg basketbal independentfilm denzelwashington rayallen millajovovich spikelee spikelee Drama
12488,The Gingerbread Man,1998-01-23,The Gingerbread Man,5.7,secret toshootdead daughter lawyer kennethbranagh embethdavidtz robertdowneyjr. robertaltman robertaltman Thriller
267,Carne trémula,1997-10-28,Live Flesh,7.2,sexualobsess prostitut adulteri adolesc drugabus sexualabus madrid parapleg bus pregnancyandbirth libertorabal francescaneri javierbardem pedroalmodóvar pedroalmodóvar Drama Romance Thriller
16148,Zero Effect,1998-01-30,Zero Effect,6.0,detect blackmail independentfilm billpullman benstiller ryano'neal jakekasdan jakekasdan Comedy Crime Mystery Thriller
21252,Nil by Mouth,1997-05-08,Nil by Mouth,7.1,violenthusband underclass class drugscen addict dysfunctionalfamili drug raywinstone kathyburke charliecreed-miles garyoldman garyoldman Drama
9449,The Borrowers,1997-12-05,The Borrowers,5.8,dwarv household lawyer littlepeopl child'spointofview realest johngoodman jimbroadbent celiaimrie peterhewitt peterhewitt Adventure Fantasy Action Comedy Family
215373,Love Walked In,1997-01-18,Love Walked In,6.0,denisleary terencestamp aitanasánchez-gijón juanjosécampanella juanjosécampanella Drama Thriller
15513,Kissing a Fool,1998-02-27,Kissing a Fool,5.9,davidschwimmer jasonlee miliavital dougellin dougellin Comedy Romance
31220,Krippendorf's Tribe,1998-02-27,Krippendorf's Tribe,4.3,singlepar basedonnovel expedit professor colleg circumcis familyrelationship jungl anthropolog monkey lectur fakedfootag richarddreyfuss jennaelfman zakesmokae toddholland toddholland Comedy Drama Family
13907,Kurt & Courtney,1998-02-27,Kurt & Courtney,5.9,sing nickbroomfield dylancarlson kurtcobain nickbroomfield nickbroomfield Documentary Music
10622,一個好人,1997-01-31,Mr. Nice Guy,6.2,journalist martialart cook drugdeal jackiechan richardnorton mikilee sammohung sammohung Crime Action Comedy
30020,طعم گيلاس,1997-09-28,Taste of Cherry,7.1,muslim iraniannewwav homayounershadi abdolrahmanbagheri afshinkhorshidbakhtiari abbaskiarostami abbaskiarostami Drama
17139,Karakter,1997-04-17,Character,7.7,jandecleir fedjavanhuêt bettyschuurman mikevandiem mikevandiem Drama Foreign History
34582,Budbringeren,1997-02-21,Junk Mail,5.7,antihero falseident postman robertskjærstad andrinesæther peregilaske pålsletaune pålsletaune Comedy Thriller
10216,Species II,1998-04-10,Species II,4.5,washingtond.c. telepathi dna mercenari transform quarantin hybrid ontherun serialkil mindread clone losangel astronaut killingspre virus aliendna michaelmadsen natashahenstridge marghelgenberger petermedak petermedak Science Fiction Action Horror
9771,Major League: Back to the Minors,1998-04-17,Major League: Back to the Minors,4.3,basebal trainer baseballbat career train sport scottbakula corbinbernsen dennishaysbert johnwarren johnwarren Comedy
24560,Sour Grapes,1998-01-01,Sour Grapes,5.9,greed dollar jackpot atlanticc money stevenweber craigbierko violaharris larrydavid larrydavid Comedy
76330,Wild Man Blues,1997-01-16,Wild Man Blues,6.2,jazz lover(female) paparazzi gondola travel womandirector woodyallen lettyaronson soon-yiprevin barbarakopple barbarakopple Music Documentary
9448,The Big Hit,1998-04-24,The Big Hit,6.1,bungee-jump darkcomedi cigarettesmok slowmot videostor stealingacar nightvisiongoggl suitcasefullofmoney markwahlberg loudiamondphillips christinaapplegate kirkwong kirkwong Action Adventure Comedy Thriller
78373,"Dancer, Texas Pop. 81",1998-05-01,"Dancer, Texas Pop. 81",10.0,smalltown texa breckinmeyer peterfacinelli eddiemills timmccanlies timmccanlies Comedy Drama Family
4415,Les Misérables,1998-05-01,Les Misérables,7.1,falselyaccus prison blackmail frenchrevolut motherlylov liamneeson geoffreyrush umathurman billeaugust billeaugust Crime Drama History Romance
39467,Still Breathing,1997-09-01,Still Breathing,5.2,dream lourawls brendanfraser joannagoing jamesf.robinson jamesf.robinson Comedy Drama Romance
55561,Clockwatchers,1997-01-01,Clockwatchers,5.6,independentfilm womandirector tonicollette parkerposey lisakudrow jillsprecher jillsprecher Comedy Drama
8656,Deep Impact,1998-05-08,Deep Impact,5.9,usapresid nasa metereologist spacemiss comet naturaldisast tsunami astronom astronaut womandirector disastermovi robertduvall téaleoni elijahwood mimileder mimileder Action Drama Romance
58680,Woo,1998-05-08,Woo,5.5,"blinddat love manhattan,newyorkc womandirector jadapinkettsmith tommydavidson duanemartin daisyvonscherlermayer daisyvonscherlermayer Comedy Romance"
35796,Lawn Dogs,1997-11-21,Lawn Dogs,7.3,sex infidel lawnmow nuditi suspicion fascin friendship parti wealth poverti hypocrisi voyeur discrimin mischabarton samrockwell christophermcdonald johnduigan johnduigan Drama
18937,Quest for Camelot,1998-05-15,Quest for Camelot,6.9,jessalyngilsig caryelwes garyoldman frederikduchau frederikduchau Fantasy Animation Drama Romance Family
929,Godzilla,1998-05-20,Godzilla,5.3,secret atomicbomb intellig missil destroy boataccid flowerpot u.s.armi egg godzilla pregnanc kaiju animalhorror matthewbroderick jeanreno mariapitillo rolandemmerich rolandemmerich Science Fiction Action Thriller
9452,Bulworth,1998-05-15,Bulworth,6.3,missionofmurd polit electioncampaign liber swear politicalsatir hiphopcultur warrenbeatty halleberry seanastin warrenbeatty warrenbeatty Comedy Drama
1878,Fear and Loathing in Las Vegas,1998-05-22,Fear and Loathing in Las Vegas,7.2,fakeident grapefruit johnnydepp beniciodeltoro tobeymaguire terrygilliam terrygilliam Adventure Drama Comedy
9844,The Opposite of Sex,1998-05-22,The Opposite of Sex,5.9,gay louisiana dyinganddeath stepfath independentfilm teacher death christinaricci martindonovan lisakudrow donroos donroos Comedy Drama
40505,I Got the Hook Up,1998-05-27,I Got the Hook Up,5.4,masterp anthonyjohnson icecube michaelmartin michaelmartin Action Comedy
14342,Almost Heroes,1998-05-29,Almost Heroes,5.5,fight braveri slapstick nativeamerican bear interraciallov bipolardisord maul chrisfarley matthewperry bokeemwoodbine christopherguest christopherguest Action Adventure Comedy Western
9715,Hope Floats,1998-05-29,Hope Floats,5.8,texa telegram despair leavingone'sfamili funer costum loss highschool judgment dog pond sandrabullock harryconnickjr. genarowlands forestwhitaker forestwhitaker Drama Romance
26610,Insomnia,1997-03-14,Insomnia,6.6,ruralset stellanskarsgård mariamathiesen sverreankerousdal erikskjoldbjærg erikskjoldbjærg Crime Drama Thriller
40961,The Ugly,1997-08-26,The Ugly,5.9,psychoanalysi razor gore psychiatrichospit serialkil psychologist hospit throatslit killer straightrazor mentalhospit paolorotondo rebeccahobbs paulglover scottreynolds scottreynolds Horror Thriller
1965,A Perfect Murder,1998-06-05,A Perfect Murder,6.3,jealousi blackmail artist plannedmurd extramaritalaffair michaeldouglas gwynethpaltrow viggomortensen andrewdavis andrewdavis Crime Thriller Drama
6068,Six Days Seven Nights,1998-06-12,Six Days Seven Nights,5.6,familyguy harrisonford anneheche davidschwimmer ivanreitman ivanreitman Action Adventure Comedy Romance
15037,Can't Hardly Wait,1998-06-12,Can't Hardly Wait,6.1,alcohol regret homophobia radio cheerlead lovelett colleg graduat groupi costum nerd highschool parti friend date break-up rockband popmus americanfootballplay infatu unlikelyfriendship socialoutcast womandirector havingfun jenniferlovehewitt ethanembry charliekorsmo harryelfont harryelfont Comedy Drama Romance
50043,Cousin Bette,1998-06-12,Cousin Bette,5.9,courtesan love reveng jessicalange elisabethshue bobhoskins desmcanuff desmcanuff Comedy Drama Romance
37636,High Art,1998-06-12,High Art,6.3,sex photograph nuditi exploit career magazin photographi addict love lesbian drug intern womandirector radhamitchell gabrielmann allysheedy lisacholodenko lisacholodenko Drama Romance
21334,بچه‌های آسمان,1997-08-01,Children of Heaven,7.8,brothersisterrelationship class footrac mohammadamirnaji amirfarrokhhashemian bahareseddiqi majidmajidi majidmajidi Drama Comedy Family
416437,Dear Jesse,1998-10-10,Dear Jesse,0.0,timkirkman timkirkman
32284,Dream for an Insomniac,1996-04-18,Dream for an Insomniac,6.1,danc sex jealousi dream insomnia polic love friend cafe ioneskye jenniferaniston mackenzieastin tiffaniedebartolo tiffaniedebartolo Romance Comedy Drama
51955,Hav Plenty,1997-09-11,Hav Plenty,0.0,christopherscottcherot chenoamaxwell tammikatherinejones christopherscottcherot christopherscottcherot Action Comedy Romance Science Fiction Thriller
37410,Henry Fool,1997-09-07,Henry Fool,6.9,alcohol polit murder fame money drug thomasjayryan jamesurbaniak parkerposey halhartley halhartley Comedy Drama
10674,Mulan,1998-06-18,Mulan,7.6,homeland music train daughter princess dragon luck ming-nawen leasalonga eddiemurphy tonybancroft tonybancroft Animation Family Adventure
846,The X Files,1998-06-19,The X Files,6.6,bomb helicopt secret obsess extraterrestrialtechnolog fbi spacemarin mutat secretsocieti secretorgan secretlab govern davidduchovny gilliananderson mitchpileggi robbowman robbowman Mystery Science Fiction Thriller
12655,I Went Down,1997-10-03,I Went Down,6.5,malenud hostag gangsterboss releasefromprison dublin irish hoodlum brendangleeson petermcdonald tonydoyle paddybreathnach paddybreathnach Action Comedy Crime
3050,Doctor Dolittle,1998-06-22,Doctor Dolittle,5.4,talkingtoanim womandirector eddiemurphy ossiedavis oliverplatt bettythomas bettythomas Comedy Family Fantasy
1389,Out of Sight,1998-06-26,Out of Sight,6.5,journalist bedroom purs trunk elmoreleonard georgeclooney jenniferlopez vingrhames stevensoderbergh stevensoderbergh Romance Comedy Crime
11020,Picnic at Hanging Rock,1975-09-02,Picnic at Hanging Rock,7.1,trip australia orphanag girls'boardingschool basedontruestori suspens thriller rachelroberts dominicguard helenmorse peterweir peterweir Thriller Drama Mystery
20862,Smoke Signals,1998-01-16,Smoke Signals,6.7,adambeach evanadams irenebedard chriseyre chriseyre Drama Comedy
9464,Buffalo '66,1998-01-20,Buffalo '66,7.2,prison gambl compulsivegambl vincentgallo christinaricci bengazzara vincentgallo vincentgallo Romance Comedy Crime Drama
95,Armageddon,1998-07-01,Armageddon,6.5,savingtheworld pari moon cataclysm asteroid selfsacrific nasa spacemarin lossoffath daughter space wed astronaut eiffeltowerpari duringcreditssting disastermovi spacecentr brucewillis billybobthornton benaffleck michaelbay michaelbay Action Thriller Science Fiction Adventure
944,Lethal Weapon 4,1998-07-10,Lethal Weapon 4,6.3,lapd houseonfir revolv melgibson dannyglover joepesci richarddonner richarddonner Action Adventure Comedy Crime Thriller
35680,Madeline,1998-07-10,Madeline,5.1,children womandirector hattyjones francesmcdormand nigelhawthorne daisyvonscherlermayer daisyvonscherlermayer Comedy Drama Family
11551,Small Soldiers,1998-07-10,Small Soldiers,6.2,defenseindustri toyshop technicaltoy soldier killertoy toycomestolif gregorysmith kirstendunst denisleary joedante joedante Comedy Adventure Fantasy Science Fiction Action
473,Pi,1998-07-10,Pi,7.1,hacker mathematician helix headach chaostheori mathemat insan genius seangullette markmargolis benshenkman darrenaronofsky darrenaronofsky Mystery Drama Thriller
102304,Whatever,1998-07-10,Whatever,8.3,sex newjersey teenag drug womandirector lizaweil chadmorgan fredericforrest susanskoog susanskoog Drama
544,There's Something About Mary,1998-07-15,There's Something About Mary,6.5,surgeon stalker romanticcomedi dreamgirl taboo screwballcomedi grossoutcomedi camerondiaz benstiller mattdillon bobbyfarrelly bobbyfarrelly Romance Comedy
10513,Plan 9 from Outer Space,1959-07-22,Plan 9 from Outer Space,4.4,california stewardess fog tombston flashlight plan resurrect alien zombi alieninvas ghoul gravedigg siren gregorywalcott monamckinnon dukemoore edwardd.woodjr. edwardd.woodjr. Science Fiction Horror
28966,Wings,1927-08-12,Wings,7.0,pari worldwari friendship battlefield aerialcombat warfar silentfilm u.s.militari clarabow charles'buddy'rogers richardarlen williama.wellman williama.wellman Action Drama Romance War
65203,The Broadway Melody,1929-02-08,The Broadway Melody,5.0,music singer pre-cod wisecrackhumor charlesking anitapage bessielove harrybeaumont harrybeaumont Drama Music Romance
143,All Quiet on the Western Front,1930-04-29,All Quiet on the Western Front,7.5,germani disillus worldwari armi bootcamp battlefield steelhelmet combat warfar trench lewayres arnoldlucy johnwray lewismilestone lewismilestone Drama War
42861,Cimarron,1931-02-09,Cimarron,5.1,newspap oklahoma frontier newspapereditor richarddix irenedunne estelletaylor wesleyruggles wesleyruggles Drama Western
33680,Grand Hotel,1932-05-25,Grand Hotel,6.5,hotel cardgam burglar industrialist stolenmoney baron dyingman murder tragiclov conscienc jewelthief merger publichumili revolvingdoor dachshund stenograph flirtat gretagarbo johnbarrymore joancrawford edmundgoulding edmundgoulding Drama Romance
12311,Mutiny on the Bounty,1935-11-08,Mutiny on the Bounty,7.1,bounti captain boat mutini island sail ship tahiti tyrant flog voyag charleslaughton clarkgable franchottone franklloyd franklloyd Adventure Drama History Romance
43277,The Great Ziegfeld,1936-04-08,The Great Ziegfeld,6.2,produc broadway williampowell myrnaloy luiserainer robertz.leonard robertz.leonard Drama Music Romance
43278,The Life of Emile Zola,1937-10-02,The Life of Emile Zola,6.6,biographi historicalfigur writer devil'sisland paulmuni galesondergaard josephschildkraut williamdieterle williamdieterle Drama
34106,You Can't Take It With You,1938-08-23,You Can't Take It With You,7.2,monopoli tycoon hous love friend eccentr secretari freespirit richsnob stenograph jeanarthur lionelbarrymore jamesstewart frankcapra frankcapra Comedy Romance
43266,How Green Was My Valley,1941-10-28,How Green Was My Valley,6.9,wale ruralset coalmin walterpidgeon maureeno'hara roddymcdowall johnford johnford Drama
27367,Mrs. Miniver,1942-06-04,Mrs. Miniver,6.7,england basedonnovel hostag worldwarii prisonersofwar pilot rose bomb greergarson walterpidgeon teresawright williamwyler williamwyler Drama Romance War
17661,Going My Way,1944-05-15,Going My Way,6.9,priest bingcrosby barryfitzgerald frankmchugh leomccarey leomccarey Drama Comedy Music
28580,The Lost Weekend,1945-11-25,The Lost Weekend,7.4,desper weekend delirium addict alcohol writer alcohol lowselfesteem filmnoir paranoid raymilland janewyman phillipterry billywilder billywilder Drama
887,The Best Years of Our Lives,1946-12-25,The Best Years of Our Lives,7.6,usa posttraumaticstressdisord warveteran worldwarii rehabilit bodilydisabledperson fredricmarch myrnaloy danaandrews williamwyler williamwyler Drama History Romance
33667,Gentleman's Agreement,1947-11-11,Gentleman's Agreement,6.8,antisemit soldier gregorypeck dorothymcguire johngarfield eliakazan eliakazan Drama Romance
23383,Hamlet,1948-03-25,Hamlet,7.1,shakespear fathermurd laurenceolivier jeansimmons johnlaurie laurenceolivier laurenceolivier Drama
25430,All the King's Men,1949-11-08,All the King's Men,6.3,southernusa basedonnovel newspap oscaraward governor polit politician riseandfal report politicalassassin corruptpolitician hick broderickcrawford johnireland joannedru robertrossen robertrossen Drama
27191,The Greatest Show on Earth,1952-01-10,The Greatest Show on Earth,6.6,circus travellingcircus bettyhutton cornelwilde charltonheston cecilb.demille cecilb.demille Action Drama Romance
11426,From Here to Eternity,1953-08-28,From Here to Eternity,7.2,hawaii harass pearlharbor bomb armybas burtlancaster montgomeryclift deborahkerr fredzinnemann fredzinnemann War Drama Romance
654,On the Waterfront,1954-06-22,On the Waterfront,8.0,murder suspens union dock pigeon marlonbrando karlmalden leej.cobb eliakazan eliakazan Crime Drama
15919,Marty,1955-04-11,Marty,7.2,butcher marriag love teacher italianamerican cri overbearingmoth dancehal ernestborgnine betsyblair estherminciotti delbertmann delbertmann Drama Romance
1725,West Side Story,1961-10-18,West Side Story,7.0,slum streetgang loveatfirstsight showdown puertorican immigr highway forbiddenlov music rivalri feud interracialrelationship basedonplayormus sondheim attemptedrap policeman obsessivelov younglov moderndayadapt shakespeareinmoderndress nataliewood richardbeymer russtamblyn jeromerobbins jeromerobbins Crime Drama Music
5769,Tom Jones,1963-10-06,Tom Jones,6.1,fromragstorich tutor albertfinney susannahyork hughgriffith tonyrichardson tonyrichardson Adventure Comedy History Romance
874,A Man for All Seasons,1966-12-12,A Man for All Seasons,7.5,england pope behead deathpenalti protestantchurch henryviii paulscofield wendyhiller leomckern fredzinnemann fredzinnemann Drama History
10633,In the Heat of the Night,1967-08-02,In the Heat of the Night,7.5,southernusa blackpeopl smalltown policechief suspect racist africanamerican falseaccus policest racialtens sidneypoitier rodsteiger warrenoates normanjewison normanjewison Crime Drama Mystery Thriller
17917,Oliver!,1968-09-26,Oliver!,7.0,pickpocket music victorianengland orphan ronmoody shaniwallis oliverreed carolreed carolreed Drama Family Music
3116,Midnight Cowboy,1969-05-25,Midnight Cowboy,7.4,shower dustinhoffman jonvoight sylviamiles johnschlesinger johnschlesinger Drama
